Grupão;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria
Flora;Angiospermas;Erythroxylaceae;Erythroxylum pauferrense;guarda-orvalho;EN
Flora;Angiospermas;Erythroxylaceae;Erythroxylum petrae-caballi;Vazio;VU
Flora;Angiospermas;Erythroxylaceae;Erythroxylum substriatum;Vazio;VU
Flora;Angiospermas;Erythroxylaceae;Erythroxylum tianguanum;Vazio;CR
Flora;Angiospermas;Escalloniaceae;Escallonia obtusissima;Vazio;VU
Flora;Angiospermas;Escalloniaceae;Escallonia petrophila;Vazio;EN
Flora;Angiospermas;Lecythidaceae;Eschweilera alvimii;"falso sapucaia; sapucarana";EN
Flora;Angiospermas;Lecythidaceae;Eschweilera compressa;"ibiribá-rana; sapucaia miuda";EN
Flora;Angiospermas;Lecythidaceae;Eschweilera subcordata;Vazio;EN
Flora;Angiospermas;Lecythidaceae;Eschweilera tetrapetala;"inaíba; jacaré";EN
Flora;Angiospermas;Rutaceae;Esenbeckia irwiniana;Vazio;EN
Flora;Angiospermas;Cactaceae;Espostoopsis dybowskii;Vazio;EN
Flora;Angiospermas;Orobanchaceae;Esterhazya caesarea;Vazio;VU
Fauna;Mamíferos;Balaenidae;Eubalaena australis;Baleia-franca-do-sul;EN
Flora;Angiospermas;Myrtaceae;Eugenia blanda;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia brunoi;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia bunchosiifolia;Vazio;VU
Flora;Angiospermas;Myrtaceae;Eugenia disperma;Vazio;VU
Flora;Angiospermas;Myrtaceae;Eugenia hermesiana;Vazio;CR
Flora;Angiospermas;Myrtaceae;Eugenia imaruiensis;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia itacarensis;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia joenssonii;Vazio;VU
Flora;Angiospermas;Myrtaceae;Eugenia leonorae;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia macrobracteolata;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia malacantha;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia mattosii;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia myrciariifolia;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia neosericea;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia neotristis;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia oxyoentophylla;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia pachyclada;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia peruibensis;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia pruinosa;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia pseudomalacantha;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia reitziana;Vazio;EN
Flora;Angiospermas;Myrtaceae;Eugenia rotundicosta;Vazio;CR
Flora;Angiospermas;Myrtaceae;Eugenia sclerocalyx;Vazio;VU
Flora;Angiospermas;Myrtaceae;Eugenia vattimoana;Vazio;VU
Flora;Angiospermas;Myrtaceae;Eugenia villaenovae;Vazio;EN
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia maquinensis;Palpígrado;CR
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia potiguar;Palpígrado;VU
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia sagarana;Palpígrado;CR
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia spelunca;Palpígrado;CR
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia virgemdalapa;Palpígrado;EN
Fauna;Invertebrados Aquáticos;Eunicidae;Eunice sebastiani;Desconhecido;EN
Flora;Angiospermas;Euphorbiaceae;Euphorbia appariciana;Vazio;EN
Flora;Angiospermas;Euphorbiaceae;Euphorbia attastoma;Vazio;EN
Flora;Angiospermas;Euphorbiaceae;Euphorbia crossadenia;Vazio;EN
Flora;Angiospermas;Euphorbiaceae;Euphorbia gymnoclada;Vazio;VU
Flora;Angiospermas;Euphorbiaceae;Euphorbia holochlorina;Vazio;CR
Flora;Angiospermas;Proteaceae;Euplassa cantareirae;carvalho brasileiro;EN
Flora;Angiospermas;Proteaceae;Euplassa incana;carvalho do Brasil;VU
Flora;Angiospermas;Proteaceae;Euplassa nebularis;Vazio;EN
Flora;Angiospermas;Proteaceae;Euplassa semicostata;Vazio;EN
Fauna;Invertebrados Terrestres;Nymphalidae;Euptychia boulleti;Borboleta;CR
Fauna;Répteis;Teiidae;Eurolophosaurus amathites;Desconhecido;EN
Fauna;Mamíferos;Cricetidae;Euryoryzomys lamia;Rato-do-mato;EN
Fauna;Invertebrados Terrestres;Gonyleptidae;Eusarcus elinae;Opilião;EN
Fauna;Invertebrados Aquáticos;Strombidae;Eustrombus goliath;Búzio-de-chapéu;VU
Flora;Angiospermas;Arecaceae;Euterpe edulis;"Juçara; Palmito";VU
Fauna;Invertebrados Aquáticos;Pectinidae;Euvola ziczac;Vieira;EN
Flora;Angiospermas;Rutaceae;Euxylophora paraensis;"amarelão; pau amarelo";CR
Flora;Angiospermas;Convolvulaceae;Evolvulus chrysotrichos;Vazio;EN
Flora;Angiospermas;Convolvulaceae;Evolvulus glaziovii;Vazio;VU
Flora;Angiospermas;Convolvulaceae;Evolvulus kramerioides;Vazio;VU
Flora;Angiospermas;Convolvulaceae;Evolvulus rariflorus;Vazio;VU
Flora;Angiospermas;Convolvulaceae;Evolvulus riedelii;Vazio;EN
Flora;Angiospermas;Convolvulaceae;Evolvulus stellariifolius;Vazio;EN
Flora;Angiospermas;Chrysobalanaceae;Exellodendron gracile;oiti;EN
Flora;Angiospermas;Cactaceae;Facheiroa cephaliomelana;Vazio;EN
Flora;Angiospermas;Cactaceae;Facheiroa cephaliomelana subsp. estevesii;Facheiro-da-serra, Xique-xique-amarelo;EN
Flora;Angiospermas;Cactaceae;Facheiroa ulei;Facheiro-preto;EN
Flora;Angiospermas;Rubiaceae;Faramea bahiensis;Vazio;VU
Flora;Angiospermas;Rubiaceae;Faramea paratiensis;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Fernseea bocainensis;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Fernseea itatiaiae;Vazio;EN
Flora;Angiospermas;Moraceae;Ficus cyclophylla;Vazio;VU
Fauna;Invertebrados Terrestres;Glossoscolecidae;Fimoscolex sporadochaetus;Minhoca-branca;EN
Fauna;Invertebrados Terrestres;Coenagrionidae;Fluminagrion taxaense;Libélula;CR(PEX)
Fauna;Aves;Thamnophilidae;Formicivora erythronotos;Formigueiro-de-cabeça-negra;CR
Fauna;Aves;Thamnophilidae;Formicivora grantsaui;Papa-formiga-do-sincorá;EN
Fauna;Aves;Thamnophilidae;Formicivora littoralis;Formigueiro-do-litoral;EN
Fauna;Aves;Thamnophilidae;Formicivora paludicola;Bicudinho-do-brejo-paulista;CR
Flora;Angiospermas;Cactaceae;Frailea buenekeri;Vazio;EN
Flora;Angiospermas;Cactaceae;Frailea castanea;Vazio;EN
Flora;Angiospermas;Cactaceae;Frailea mammifera;Vazio;CR
Flora;Angiospermas;Cactaceae;Frailea phaeodisca;Vazio;EN
Flora;Angiospermas;Cactaceae;Frailea pumila;Vazio;VU
Flora;Angiospermas;Cactaceae;Frailea pygmaea;Vazio;VU
Fauna;Aves;Fregatidae;Fregata ariel;Tesourão-pequeno;CR
Fauna;Aves;Fregatidae;Fregata minor;Tesourão-grande;CR
Flora;Angiospermas;Bignoniaceae;Fridericia crassa;Vazio;VU
Flora;Angiospermas;Amaranthaceae;Froelichiella grisea;Vazio;EN
Fauna;Mamíferos;Furipteridae;Furipterus horrens;Morcego;VU
Fauna;Peixes Marinhos;Triakidae;Galeorhinus galeus;Cação-bico-doce ;CR
Flora;Angiospermas;Rubiaceae;Galianthe elegans;Vazio;VU
Flora;Angiospermas;Rubiaceae;Galianthe souzae;Vazio;EN
Flora;Angiospermas;Rubiaceae;Galianthe vaginata;Vazio;EN
Flora;Angiospermas;Rutaceae;Galipea carinata;Vazio;CR
Flora;Angiospermas;Rubiaceae;Galium diphyllum;Vazio;CR
Flora;Angiospermas;Rubiaceae;Galium rubidiflorum;Vazio;CR
Flora;Angiospermas;Rubiaceae;Galium shepherdii;Vazio;CR
Flora;Angiospermas;Ericaceae;Gaultheria sleumeriana;Vazio;CR
Flora;Angiospermas;Ericaceae;Gaylussacia angulata;Vazio;EN
Flora;Angiospermas;Ericaceae;Gaylussacia caparoensis;Vazio;EN
Flora;Angiospermas;Ericaceae;Gaylussacia centunculifolia;Vazio;EN
Flora;Angiospermas;Ericaceae;Gaylussacia harleyi;Vazio;VU
Flora;Angiospermas;Ericaceae;Gaylussacia oleifolia;Vazio;EN
Flora;Angiospermas;Ericaceae;Gaylussacia pruinosa;Vazio;CR
Flora;Angiospermas;Ericaceae;Gaylussacia retivenia;Vazio;CR
Flora;Angiospermas;Ericaceae;Gaylussacia setosa;Vazio;CR
Fauna;Peixes Marinhos;Ariidae;Genidens barbus;Bagre-branco;EN
Fauna;Peixes Marinhos;Ariidae;Genidens planifrons;Bagre-marinho;CR
Flora;Angiospermas;Lentibulariaceae;Genlisea lobata;Vazio;EN
Fauna;Aves;Scleruridae;Geositta poeciloptera;Andarilho;EN
Fauna;Peixes Marinhos;Ginglymostomatidae;Ginglymostoma cirratum;Tubarão-lixa;VU
Fauna;Invertebrados Terrestres;Gonyleptidae;Giupponia chagasi;Opilião;CR
Fauna;Peixes Continentais;Characidae;Glandulocauda caerulea;Desconhecido;EN
Fauna;Peixes Continentais;Trichomycteridae;Glaphyropoma spinosum;Bagrinho-de-caverna;VU
Fauna;Aves;Trochilidae;Glaucis dohrnii;Balança-rabo-canela;EN
Flora;Angiospermas;Poaceae;Glaziophyton mirabile;Vazio;EN
Flora;Angiospermas;Fabaceae;Gleditsia amorphoides;"Açucará-faveiro; Sucará";VU
Fauna;Invertebrados Terrestres;Pieridae;Glennia pylotis;Borboleta;EN
Fauna;Invertebrados Terrestres;Glomerodesmidae;Glomeridesmus spelaues;Piolho-de-cobra;CR
Fauna;Mamíferos;Phyllostomidae;Glyphonycteris behnii;Morcego;VU
Fauna;Invertebrados Terrestres;Formicidae;Gnamptogenys wilsoni;Formiga;EN
Flora;Angiospermas;Asteraceae;Gochnatia rotundifolia;Vazio;VU
Flora;Angiospermas;Marantaceae;Goeppertia tuberosa;Vazio;EN
Flora;Angiospermas;Marantaceae;Goeppertia widgrenii;Vazio;EN
Flora;Angiospermas;Amaranthaceae;Gomphrena centrota;Vazio;EN
Flora;Angiospermas;Amaranthaceae;Gomphrena hatschbachiana;Vazio;EN
Flora;Angiospermas;Amaranthaceae;Gomphrena nigricans;Vazio;CR
Flora;Angiospermas;Amaranthaceae;Gomphrena paranensis;Vazio;VU
Flora;Angiospermas;Amaranthaceae;Gomphrena pulchella;Vazio;EN
Flora;Angiospermas;Amaranthaceae;Gomphrena regeliana;Vazio;VU
Fauna;Répteis;Sphaerodactylidae;Gonatodes tapajonicus;Desconhecido;EN
Flora;Briófitas;Arnelliaceae;Gongylanthus liebmannianus;Vazio;EN
Flora;Angiospermas;Apocynaceae;Gonolobus dorothyanus;Vazio;CR
Fauna;Invertebrados Terrestres;Strophocheilidae;Gonyostomus insularis;Caracol-da-ilha;EN
Flora;Angiospermas;Rhamnaceae;Gouania corylifolia;Vazio;VU
Flora;Angiospermas;Rhamnaceae;Gouania inornata;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Goyazia petraea;Vazio;EN
Fauna;Aves;Grallariidae;Grallaria varia distincta;Tovacuçu;VU
Fauna;Aves;Grallariidae;Grallaria varia intercedens;Tovacuçu;VU
Flora;Pteridófitas;Polypodiaceae;Grammitis fluminensis;Vazio;EN
Flora;Angiospermas;Orchidaceae;Grandiphyllum divaricatum;Vazio;VU
Flora;Angiospermas;Orchidaceae;Grandiphyllum hians;Vazio;VU
Flora;Angiospermas;Amaryllidaceae;Griffinia aracensis;Vazio;CR
Flora;Angiospermas;Amaryllidaceae;Griffinia colatinensis;Vazio;CR
Flora;Angiospermas;Amaryllidaceae;Griffinia espiritensis;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Griffinia gardneriana;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Griffinia hyacinthina;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Griffinia liboniana;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Griffinia nocturna;Vazio;CR
Flora;Angiospermas;Amaryllidaceae;Griffinia parviflora;Vazio;CR
Flora;Angiospermas;Amaryllidaceae;Griffinia paubrasilica;Vazio;CR
Flora;Angiospermas;Orchidaceae;Grobya cipoensis;Vazio;CR
Flora;Angiospermas;Orchidaceae;Grobya fascifera;Vazio;VU
Fauna;Aves;Psittacidae;Guaruba guarouba;Ararajuba;VU
Fauna;Aves;Thraupidae;Gubernatrix cristata;Cardeal-amarelo;CR
Flora;Angiospermas;Rubiaceae;Guettarda paludosa;Vazio;CR
Flora;Angiospermas;Gunneraceae;Gunnera herteri;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Guzmania monostachia;Vazio;VU
Flora;Angiospermas;Bromeliaceae;Guzmania sanguinea;Vazio;EN
Fauna;Mamíferos;Cricetidae;Gyldenstolpia planaltensis;Rato-do-mato;EN
Flora;Angiospermas;Cactaceae;Gymnocalycium denudatum;Vazio;EN
Fauna;Peixes Continentais;Cichlidae;Gymnogeophagus setequedas;Acará;EN
Flora;Angiospermas;Poaceae;Gymnopogon doellii;Vazio;CR
Fauna;Peixes Marinhos;Gymnuridae;Gymnura altavela;Raia-manteiga;CR
Flora;Angiospermas;Asteraceae;Gyptis vernoniopsis;Vazio;EN
Flora;Angiospermas;Apocynaceae;Gyrostelma bornmuelleri;Vazio;EN
Flora;Angiospermas;Apocynaceae;Gyrostelma oxypetaloides;Vazio;EN
Flora;Angiospermas;Orchidaceae;Habenaria achalensis;Vazio;VU
Flora;Angiospermas;Orchidaceae;Habenaria brachyplectron;Vazio;CR
Flora;Angiospermas;Orchidaceae;Habenaria ernestulei;Vazio;EN
Flora;Angiospermas;Orchidaceae;Habenaria galeandriformis;Vazio;CR
Flora;Angiospermas;Orchidaceae;Habenaria itaculumia;Vazio;CR
Flora;Angiospermas;Orchidaceae;Habenaria novaesii;Vazio;CR
Flora;Angiospermas;Orchidaceae;Habenaria piraquarensis;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Habranthus coeruleus;Vazio;VU
Flora;Angiospermas;Amaryllidaceae;Habranthus irwinianus;Vazio;VU
Flora;Angiospermas;Orchidaceae;Hadrolaelia alaori;Vazio;CR
Flora;Angiospermas;Orchidaceae;Hadrolaelia brevipedunculata;Vazio;VU
Flora;Angiospermas;Orchidaceae;Hadrolaelia jongheana;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hadrolaelia pumila;Vazio;VU
Flora;Angiospermas;Orchidaceae;Hadrolaelia pygmaea;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hadrolaelia sincorana;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hadrolaelia wittigiana;Vazio;EN
Fauna;Invertebrados Terrestres;Chactidae;Hadrurochactas araripe;Escorpião;CR
Fauna;Invertebrados Terrestres;Chactidae;Hadrurochactas brejo;Escorpião;CR
Fauna;Peixes Marinhos;Labridae;Halichoeres rubrovirens;Bodião-fogueira;VU
Fauna;Invertebrados Aquáticos;Halichondriidae;Halichondria (Halichondria) cebimarensis;Esponja;VU
Fauna;Invertebrados Aquáticos;Halichondriidae;Halichondria (Halichondria) tenebrica;Esponja;VU
Fauna;Invertebrados Terrestres;Nymphalidae;Hamadryas velutina browni;Borboleta;EN
Flora;Angiospermas;Bignoniaceae;Handroanthus arianeae;Vazio;EN
Flora;Angiospermas;Bignoniaceae;Handroanthus riodocensis;Vazio;EN
Flora;Angiospermas;Bignoniaceae;Handroanthus spongiosus;Vazio;EN
Fauna;Invertebrados Terrestres;Dipluridae;Harmonicon cerberus;Aranha-caranguejeira;CR
Flora;Angiospermas;Fabaceae;Harpalyce lanata;Vazio;EN
Flora;Angiospermas;Fabaceae;Harpalyce parvifolia;Vazio;EN
Fauna;Aves;Accipitridae;Harpia harpyja;gavião-real;VU
Fauna;Peixes Continentais;Loricariidae;Harttia depressa;Acari-cachimbo ;EN
Fauna;Peixes Continentais;Loricariidae;Harttia dissidens;Acari-cachimbo ;VU
Fauna;Peixes Continentais;Characidae;Hasemania crenuchoides;Lambari ;VU
Fauna;Peixes Continentais;Characidae;Hasemania piatan;Desconhecido;EN
Fauna;Peixes Continentais;Doradidae;Hassar shewellkeimi;Botinho, Reco-reco ;VU
Flora;Angiospermas;Cactaceae;Hatiora herminiae;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Heladena multiflora;Vazio;EN
Flora;Angiospermas;Cistaceae;Helianthemum brasiliense;Vazio;EN
Fauna;Invertebrados Terrestres;Nymphalidae;Heliconius nattereri;Borboleta;EN
Fauna;Peixes Continentais;Loricariidae;Hemiancistrus megalopteryx;Desconhecido;EN
Flora;Angiospermas;Apocynaceae;Hemipogon abietoides;Vazio;CR
Flora;Angiospermas;Apocynaceae;Hemipogon furlanii;Vazio;EN
Flora;Angiospermas;Apocynaceae;Hemipogon hatschbachii;Vazio;CR
Flora;Angiospermas;Apocynaceae;Hemipogon piranii;Vazio;CR
Fauna;Peixes Continentais;Loricariidae;Hemipsilichthys gobio;Cascudo-piririca;EN
Fauna;Aves;Rhynchocyclidae;Hemitriccus furcatus;Papa-moscas-estrela;VU
Fauna;Aves;Rhynchocyclidae;Hemitriccus griseipectus naumburgae;Maria-de-barriga-branca;VU
Fauna;Aves;Rhynchocyclidae;Hemitriccus kaempferi;Maria-catarinense;VU
Fauna;Aves;Rhynchocyclidae;Hemitriccus mirandae;Maria-do-nordeste;VU
Fauna;Peixes Continentais;Characidae;Henochilus wheatlandii;Andirá;CR
Fauna;Peixes Continentais;Heptapteridae;Heptapterus multiradiatus;Bagrinho-do-tietê;CR(PEX)
Fauna;Invertebrados Terrestres;Papilionidae;Heraclides himeros baia;Borboleta;EN
Fauna;Invertebrados Terrestres;Papilionidae;Heraclides himeros himeros;Borboleta;EN
Fauna;Invertebrados Terrestres;Leptophlebiidae;Hermanella amere;Siriruia;EN
Fauna;Invertebrados Terrestres;Leptophlebiidae;Hermanella mazama;Siriruia;EN
Fauna;Invertebrados Terrestres;Leptophlebiidae;Hermanella nigra;Siriruia;VU
Fauna;Aves;Thamnophilidae;Herpsilochmus pileatus;Chorozinho-de-boné;VU
Flora;Angiospermas;Lamiaceae;Hesperozygis ringens;Vazio;VU
Fauna;Invertebrados Terrestres;Heteragrionidae;Heteragrion petienses;Libélula;EN
Flora;Angiospermas;Asteraceae;Heterocoma albida;Vazio;CR
Flora;Angiospermas;Asteraceae;Heterocondylus lysimachioides;Vazio;VU
Fauna;Répteis;Gymnophthalmidae;Heterodactylus lundii;"Cobra-de-pé; Briba; Cobrinha; Calango-que-vira-cobra; Cobra-de-vidro";VU
Fauna;Répteis;Gymnophthalmidae;Heterodactylus septentrionalis;Desconhecido;EN
Flora;Angiospermas;Araceae;Heteropsis flexuosa;cipó-titica;VU
Flora;Angiospermas;Malpighiaceae;Heteropterys admirabilis;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Heteropterys aliciae;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Heteropterys bahiensis;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Heteropterys brasiliensis;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Heteropterys bullata;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Heteropterys capixaba;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Heteropterys conformis;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Heteropterys crinigera;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Heteropterys dusenii;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Heteropterys fragilis;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Heteropterys hatschbachii;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Heteropterys marginata;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Heteropterys megaptera;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Heteropterys oberdanii;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Heteropterys occhionii;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Heteropterys sanctorum;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Heteropterys ternstroemiifolia;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Heteropterys thyrsoidea;Vazio;EN
Flora;Angiospermas;Rubiaceae;Hindsia glabra;Vazio;EN
Flora;Angiospermas;Rubiaceae;Hindsia ibitipocensis;Vazio;CR
Flora;Angiospermas;Amaryllidaceae;Hippeastrum angustifolium;Vazio;VU
Flora;Angiospermas;Amaryllidaceae;Hippeastrum brasilianum;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Hippeastrum breviflorum;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Hippeastrum goianum;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Hippeastrum leucobasis;Vazio;CR
Flora;Angiospermas;Amaryllidaceae;Hippeastrum morelianum;Vazio;VU
Flora;Angiospermas;Amaryllidaceae;Hippeastrum papilio;Vazio;CR
Flora;Angiospermas;Amaryllidaceae;Hippeastrum psittacinum;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Hippeastrum reginae;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Hippeastrum santacatarina;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Hippeastrum striatum;Vazio;EN
Flora;Angiospermas;Amaryllidaceae;Hippeastrum vittatum;Vazio;EN
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus erectus;Cavalo-marinho;VU
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus patagonicus;Cavalo-marinho;VU
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus reidi;Cavalo-marinho;VU
Flora;Angiospermas;Malpighiaceae;Hiraea bullata;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Hiraea wiedeana;Vazio;EN
Flora;Angiospermas;Chrysobalanaceae;Hirtella insignis;Vazio;EN
Flora;Angiospermas;Chrysobalanaceae;Hirtella parviunguis;Vazio;CR
Flora;Angiospermas;Chrysobalanaceae;Hirtella santosii;Vazio;EN
Flora;Angiospermas;Malvaceae;Hochreutinera hasslerana;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hoehneella heloisae;Vazio;CR
Flora;Angiospermas;Asteraceae;Hoehnephytum almasense;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hoffmannseggella briegeri;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hoffmannseggella caulescens;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hoffmannseggella endsfeldzii;Vazio;CR
Flora;Angiospermas;Orchidaceae;Hoffmannseggella ghillanyi;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hoffmannseggella gloedeniana;Vazio;CR
Flora;Angiospermas;Orchidaceae;Hoffmannseggella kautskyana;Vazio;CR
Flora;Angiospermas;Orchidaceae;Hoffmannseggella milleri;Vazio;CR
Flora;Angiospermas;Orchidaceae;Hoffmannseggella mixta;Vazio;EN
Flora;Angiospermas;Orchidaceae;Hoffmannseggella munchowiana;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Hohenbergia castellanosii;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Hohenbergia correia-araujoi;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Hohenbergia littoralis;Vazio;EN
Fauna;Peixes Continentais;Characidae;Hollandichthys taramandahy;Lambari-listrado;EN
Fauna;Anfíbios;Craugastoridae;Holoaden bradei;Rãzinha-verrugosa-da-serra-de-brade;CR
Fauna;Anfíbios;Craugastoridae;Holoaden luederwaldti;Desconhecido;EN
Flora;Angiospermas;Asteraceae;Holocheilus hieracioides;Vazio;EN
Flora;Angiospermas;Asteraceae;Holocheilus monocephalus;Vazio;EN
Fauna;Invertebrados Terrestres;Coenagrionidae;Homeoura lindneri;Libélula;VU
Fauna;Répteis;Phyllodactylidae;Homonota uruguayensis;Gecko-do-campo;VU
Fauna;Peixes Continentais;Loricariidae;Hopliancistrus tricornis;Bodó-seda;EN
Flora;Angiospermas;Annonaceae;Hornschuchia alba;Vazio;CR
Flora;Angiospermas;Annonaceae;Hornschuchia cauliflora;Vazio;EN
Flora;Angiospermas;Annonaceae;Hornschuchia obliqua;Vazio;EN
Flora;Angiospermas;Orchidaceae;Houlletia brocklehurstiana;Vazio;EN
Flora;Angiospermas;Melastomataceae;Huberia carvalhoi;mundururu;EN
Flora;Angiospermas;Melastomataceae;Huberia espiritosantensis;Vazio;VU
Flora;Angiospermas;Melastomataceae;Huberia pirani;Vazio;EN
Flora;Angiospermas;Humiriaceae;Humiriastrum spiritu-sancti;Vazio;CR
Fauna;Invertebrados Terrestres;Nymphalidae;Hyalyris fiammetta;Borboleta;CR(PEX)
Fauna;Invertebrados Terrestres;Nymphalidae;Hyalyris leptalina leptalina;Borboleta;CR
Flora;Angiospermas;Violaceae;Hybanthus albus;Vazio;CR
Flora;Angiospermas;Araliaceae;Hydrocotyle langsdorffii;Vazio;EN
Fauna;Répteis;Dipsadidae;Hydrodynastes melanogigas;Cobra-d'água-grande-do-tocantins;EN
Fauna;Aves;Caprimulgidae;Hydropsalis candicans;Bacurau-de-rabo-branco;VU
Fauna;Aves;Dendrocolaptidae;Hylexetastes brigidai;Arapaçu-de-loro-cinza;VU
Fauna;Aves;Grallariidae;Hylopezus paraensis;Torom-do-pará;VU
Fauna;Aves;Vireonidae;Hylophilus ochraceiceps rubrifrons;Vite-vite-uirapuru;VU
Flora;Angiospermas;Fabaceae;Hymenaea parvifolia;jutaí;VU
Flora;Angiospermas;Fabaceae;Hymenolobium excelsum;Vazio;VU
Flora;Pteridófitas;Hymenophyllaceae;Hymenophyllum sampaioanum;Vazio;CR
Flora;Pteridófitas;Hymenophyllaceae;Hymenophyllum silveirae;Vazio;CR
Fauna;Peixes Continentais;Loricariidae;Hypancistrus zebra;Cascudo-zebra-imperial;CR
Flora;Angiospermas;Lamiaceae;Hypenia aristulata;Vazio;CR
Flora;Angiospermas;Lamiaceae;Hypenia crispata;Vazio;EN
Flora;Angiospermas;Lamiaceae;Hypenia micrantha;Vazio;EN
Flora;Angiospermas;Lamiaceae;Hypenia subrosea;Vazio;EN
Flora;Angiospermas;Hypericaceae;Hypericum mutilum;Vazio;VU
Fauna;Peixes Continentais;Characidae;Hyphessobrycon coelestinus;Desconhecido;EN
Fauna;Peixes Continentais;Characidae;Hyphessobrycon duragenys;Lambari;EN
Fauna;Peixes Continentais;Characidae;Hyphessobrycon flammeus;Tetra-vermelho;EN
Fauna;Invertebrados Terrestres;Vesperidae;Hypocephalus armatus;Carocha;VU
Fauna;Aves;Thamnophilidae;Hypocnemis ochrogyna;Cantador-ocráceo;VU
Flora;Angiospermas;Cyperaceae;Hypolytrum amorimii;Vazio;CR
