Grupão;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria
Fauna;Mamíferos;Dasypodidae;Priodontes maximus;Tatu-canastra;VU
Fauna;Peixes Marinhos;Pristidae;Pristis pectinata;Peixe-serra;CR
Fauna;Peixes Marinhos;Pristidae;Pristis pristis;Peixe-serra;CR
Fauna;Aves;Procellariidae;Procellaria aequinoctialis;Pardela-preta;VU
Fauna;Aves;Procellariidae;Procellaria conspicillata;Pardela-de-óculos;VU
Fauna;Répteis;Gymnophthalmidae;Procellosaurinus tetradactylus;Desconhecido;EN
Fauna;Anfíbios;Odontophrynidae;Proceratophrys moratoi;Desconhecido;EN
Fauna;Anfíbios;Odontophrynidae;Proceratophrys palustris;Sapo;CR
Fauna;Anfíbios;Odontophrynidae;Proceratophrys sanctaritae;Sapofolha;CR
Fauna;Peixes Continentais;Prochilodontidae;Prochilodus britskii;Curimatã;EN
Fauna;Peixes Continentais;Prochilodontidae;Prochilodus vimboides;Desconhecido;VU
Fauna;Aves;Cotingidae;Procnias albus wallacei;Araponga-da-amazônia;VU
Fauna;Invertebrados Terrestres;Olpiidae;Progarypus nigrimanus;Pseudoescorpião;CR
Fauna;Peixes Marinhos;Chaetodontidae;Prognathodes obliquus;Peixe-borboleta-de-são-pedro-e-são-paulo;VU
Flora;Angiospermas;Asteraceae;Proteopsis argentea;Vazio;VU
Flora;Angiospermas;Burseraceae;Protium bahianum;Vazio;EN
Flora;Angiospermas;Burseraceae;Protium giganteum var. crassifolium;Vazio;VU
Flora;Angiospermas;Burseraceae;Protium icicariba var. talmonii;Vazio;EN
Flora;Angiospermas;Burseraceae;Protium inodorum;breu sem cheiro;EN
Fauna;Invertebrados Terrestres;Chthoniidae;Pseudochthonius biseriatus;Pseudoescorpião;CR
Fauna;Invertebrados Terrestres;Hesperiidae;Pseudocroniades machaon seabrai;Borboleta;CR
Flora;Angiospermas;Orchidaceae;Pseudolaelia brejetubensis;Vazio;CR
Flora;Angiospermas;Orchidaceae;Pseudolaelia canaanensis;Vazio;VU
Flora;Angiospermas;Orchidaceae;Pseudolaelia cipoensis;Vazio;CR
Flora;Angiospermas;Orchidaceae;Pseudolaelia citrina;Vazio;EN
Flora;Angiospermas;Orchidaceae;Pseudolaelia dutrae;Vazio;VU
Flora;Pteridófitas;Lycopodiaceae;Pseudolycopodiella benjaminiana;Vazio;EN
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene ambuatinga;Piolho-de-cobra;EN
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene gogo;Piolho-de-cobra;VU
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene imbirensis;Piolho-de-cobra;EN
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene spelaea;Piolho-de-cobra;CR
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene tocaiensis;Piolho-de-cobra;CR
Fauna;Aves;Furnariidae;Pseudoseisura lophotes;Coperete;VU
Fauna;Peixes Continentais;Loricariidae;Pseudotocinclus juquiae;Cascudinho-do-Juquiá;CR
Fauna;Peixes Continentais;Loricariidae;Pseudotocinclus tietensis;Cascudinho-do-tietê ;EN
Flora;Angiospermas;Iridaceae;Pseudotrimezia brevistamina;Vazio;CR
Flora;Angiospermas;Iridaceae;Pseudotrimezia concava;Vazio;CR
Flora;Angiospermas;Iridaceae;Pseudotrimezia elegans;Vazio;CR
Flora;Angiospermas;Iridaceae;Pseudotrimezia gracilis;Vazio;CR
Flora;Angiospermas;Iridaceae;Pseudotrimezia synandra;Vazio;EN
Flora;Angiospermas;Iridaceae;Pseudotrimezia tenuissima;Vazio;EN
Flora;Angiospermas;Myrtaceae;Psidium giganteum;Vazio;EN
Flora;Angiospermas;Myrtaceae;Psidium reptans;Vazio;EN
Fauna;Aves;Psophiidae;Psophia dextralis;Jacamim-de-costas-marrons;VU
Fauna;Aves;Psophiidae;Psophia interjecta;jacamim-do-xingu;VU
Fauna;Aves;Psophiidae;Psophia obscura;Jacamim-de-costas-escuras;CR
Flora;Angiospermas;Rubiaceae;Psychotria loefgrenii;Vazio;EN
Flora;Angiospermas;Rubiaceae;Psychotria microcarpa;Vazio;EN
Flora;Angiospermas;Rubiaceae;Psychotria paludosa;Vazio;EN
Fauna;Invertebrados Terrestres;Theraphosidae;Pterinopelma sazimai;Aranha-caranguejeira;VU
Flora;Pteridófitas;Pteridaceae;Pteris congesta;Vazio;EN
Flora;Pteridófitas;Pteridaceae;Pteris limae;Vazio;CR
Fauna;Aves;Procellariidae;Pterodroma arminjoniana;Grazina-de-trindade;CR
Fauna;Aves;Procellariidae;Pterodroma deserta;Grazina-de-desertas;CR
Fauna;Aves;Procellariidae;Pterodroma incerta;Grazina-de-barriga-branca;EN
Fauna;Aves;Procellariidae;Pterodroma madeira;Grazina-da-madeira;EN
Flora;Angiospermas;Orchidaceae;Pteroglossa hilariana;Vazio;EN
Fauna;Aves;Ramphastidae;Pteroglossus bitorquatus bitorquatus;Araçari-de-pescoço-vermelho;VU
Fauna;Mamíferos;Mustelidae;Pteronura brasiliensis;Ariranha;VU
Fauna;Aves;Procellariidae;Puffinus lherminieri;Pardela-de-asa-larga;CR
Fauna;Aves;Strigidae;Pulsatrix perspicillata pulsatrix;murucututu;VU
Fauna;Mamíferos;Felidae;Puma concolor;Onça-parda;VU
Fauna;Mamíferos;Felidae;Puma yagouarondi;Jaguarundi;VU
Fauna;Aves;Thamnophilidae;Pyriglena atra;Papa-taoca-da-bahia;EN
Fauna;Aves;Thamnophilidae;Pyriglena pernambucensis;papa-taoca-de-pernambuco;VU
Fauna;Aves;Psittacidae;Pyrilia vulturina;Curica-urubu;VU
Fauna;Aves;Psittacidae;Pyrrhura cruentata;Tiriba-grande;VU
Fauna;Aves;Psittacidae;Pyrrhura griseipectus;Tiriba-de-peito-cinza;EN
Fauna;Aves;Psittacidae;Pyrrhura lepida;Tiriba-pérola;VU
Fauna;Aves;Psittacidae;Pyrrhura lepida lepida;Tiriba-pérola;VU
Fauna;Aves;Psittacidae;Pyrrhura leucotis;Tiriba-de-orelha-branca;VU
Fauna;Aves;Psittacidae;Pyrrhura pfrimeri;Tiriba-de-pfrimer;EN
Flora;Angiospermas;Vochysiaceae;Qualea coerulea;Vazio;VU
Flora;Angiospermas;Vochysiaceae;Qualea magna;Vazio;EN
Flora;Angiospermas;Amaranthaceae;Quaternella glabratoides;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Quesnelia kautskyi;Vazio;VU
Flora;Angiospermas;Bromeliaceae;Quesnelia seideliana;Vazio;EN
Flora;Angiospermas;Quillajaceae;Quillaja brasiliensis;"assa toucinho; Bugreiro-da-várzea; lava-cabelo; sabao de soldado";EN
Fauna;Invertebrados Aquáticos;Spongillidae;Racekiela cavernicola;Esponja;CR
Fauna;Peixes Continentais;Characidae;Rachoviscus crassiceps;Lambari-da-restinga;EN
Fauna;Peixes Continentais;Characidae;Rachoviscus graciliceps;Lambari;EN
Flora;Angiospermas;Poaceae;Raddia angustifolia;Vazio;CR
Flora;Angiospermas;Poaceae;Raddia distichophylla;Vazio;EN
Flora;Angiospermas;Orchidaceae;Rauhiella silvana;Vazio;EN
Flora;Angiospermas;Rutaceae;Raulinoa echinata;Vazio;VU
Flora;Angiospermas;Verbenaceae;Recordia reitzii;Vazio;EN
Flora;Pteridófitas;Marsileaceae;Regnellidium diphyllum;Vazio;VU
Flora;Angiospermas;Poaceae;Reitzia smithii;Vazio;VU
Flora;Angiospermas;Zingiberaceae;Renealmia brasiliensis;Vazio;EN
Fauna;Peixes Continentais;Heptapteridae;Rhamdia jequitinhonha;Mandi;VU
Fauna;Peixes Continentais;Heptapteridae;Rhamdiopsis krugi;Bagrinho-cego;VU
Flora;Angiospermas;Rhamnaceae;Rhamnidium glabrum;Vazio;VU
Fauna;Aves;Thamnophilidae;Rhegmatorhina gymnops;Mãe-de-taoca-de-cara-branca;VU
Fauna;Peixes Marinhos;Rhincodontidae;Rhincodon typus;Tubarão-baleia;VU
Fauna;Peixes Marinhos;Rhinobatidae;Rhinobatos horkelii;Raia-viola ;CR
Fauna;Peixes Marinhos;Rhinobatidae;Rhinobatos lentiginosus;Raia-viola ;VU
Fauna;Peixes Continentais;Characidae;Rhinopetitia potamorhachia;Desconhecido;EN
Fauna;Peixes Marinhos;Myliobatidae;Rhinoptera brasiliensis;Raia-beiço-de-boi;CR
Fauna;Invertebrados Terrestres;Aeshnidae;Rhionaeschna eduardoi;Libélula;EN
Fauna;Mamíferos;Cricetidae;Rhipidomys cariri;Rato-da-árvore;VU
Fauna;Mamíferos;Cricetidae;Rhipidomys tribei;Rato-da-árvore;EN
Flora;Angiospermas;Cactaceae;Rhipsalis cereoides;Vazio;CR
Flora;Angiospermas;Cactaceae;Rhipsalis pacheco-leonis;Vazio;EN
Flora;Angiospermas;Cactaceae;Rhipsalis paradoxa subsp. septentrionalis;Vazio;EN
Flora;Angiospermas;Lauraceae;Rhodostemonodaphne capixabensis;"Canela do nativo; oliveira da praia";EN
Flora;Angiospermas;Lauraceae;Rhodostemonodaphne parvifolia;Vazio;CR
Flora;Angiospermas;Lauraceae;Rhodostemonodaphne recurva;Vazio;EN
Fauna;Invertebrados Terrestres;Formicidae;Rhopalothrix plaumanni;Formiga;EN
Fauna;Invertebrados Terrestres;Buthidae;Rhopalurus lacrau;Escorpião;EN
Fauna;Aves;Thamnophilidae;Rhopornis ardesiacus;Gravatazeiro;EN
Flora;Angiospermas;Melastomataceae;Rhynchanthera latifolia;Vazio;VU
Fauna;Peixes Continentais;Doradidae;Rhynchodoras xingui;Bacuzinho;EN
Flora;Briófitas;Ricciaceae;Riccia ridleyi;Vazio;CR
Flora;Angiospermas;Rubiaceae;Richardia schumannii;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago angustifolia;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago arenaria;Vazio;VU
Flora;Angiospermas;Asteraceae;Richterago campestris;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago caulescens;Vazio;CR
Flora;Angiospermas;Asteraceae;Richterago conduplicata;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago elegans;Vazio;VU
Flora;Angiospermas;Asteraceae;Richterago hatschbachii;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago lanata;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago petiolata;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago polyphylla;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago riparia;Vazio;VU
Flora;Angiospermas;Asteraceae;Richterago stenophylla;Vazio;EN
Flora;Angiospermas;Asteraceae;Richterago suffrutescens;Vazio;CR
Flora;Angiospermas;Violaceae;Rinorea bicornuta;Vazio;CR
Flora;Angiospermas;Violaceae;Rinorea longistipulata;canela de velho;EN
Flora;Angiospermas;Violaceae;Rinorea ramiziana;Vazio;EN
Flora;Angiospermas;Violaceae;Rinorea villosiflora;Vazio;CR
Flora;Angiospermas;Rubiaceae;Riodocea pulcherrima;"Arariba-preta; Jenipapo-da-mata; Jenipapo-bravo; Jenipapinho";EN
Fauna;Peixes Marinhos;Arhynchobatidae;Rioraja agassizii;Raia-santa ;EN
Fauna;Répteis;Dipsadidae;Rodriguesophis chui;Muçurana-nariguda-das-dunas;EN
Fauna;Répteis;Dipsadidae;Rodriguesophis scriptorcibatus;Muçurana-nariguda-do-são-francisco;EN
Fauna;Peixes Continentais;Cynodontidae;Roestes itupiranga;Desconhecido;VU
Flora;Angiospermas;Proteaceae;Roupala asplenioides;Vazio;EN
Flora;Angiospermas;Proteaceae;Roupala sculpta;Vazio;VU
Flora;Angiospermas;Connaraceae;Rourea cnestidifolia;Vazio;EN
Flora;Angiospermas;Connaraceae;Rourea pseudospadicea;Vazio;EN
Fauna;Invertebrados Terrestres;Hubbardiidae;Rowlandius ubajara;Escorpião-chicote-de-cauda-curta;CR
Flora;Angiospermas;Rubiaceae;Rudgea coronata subsp. saint-hilairei;Vazio;CR
Flora;Angiospermas;Rubiaceae;Rudgea corymbulosa;Vazio;EN
Flora;Angiospermas;Rubiaceae;Rudgea crassifolia;Vazio;VU
Flora;Angiospermas;Rubiaceae;Rudgea erythrocarpa;Vazio;EN
Flora;Angiospermas;Rubiaceae;Rudgea insignis;Vazio;VU
Flora;Angiospermas;Rubiaceae;Rudgea jasminoides subsp. nervosa;Vazio;VU
Flora;Angiospermas;Rubiaceae;Rudgea macrophylla;Vazio;EN
Flora;Angiospermas;Rubiaceae;Rudgea pachyphylla;Vazio;EN
Flora;Angiospermas;Rubiaceae;Rudgea parquioides subsp. caprifolium;Vazio;CR
Flora;Angiospermas;Rubiaceae;Rudgea parquioides subsp. hirsutissima;Vazio;EN
Flora;Angiospermas;Rubiaceae;Rudgea parvifolia;Vazio;VU
Flora;Angiospermas;Rubiaceae;Rudgea sessilis subsp. cipoana;Vazio;EN
Flora;Angiospermas;Rubiaceae;Rudgea umbrosa;Vazio;VU
Flora;Angiospermas;Rubiaceae;Rustia angustifolia;Vazio;EN
Flora;Angiospermas;Alismataceae;Sagittaria lancifolia;Vazio;VU
Fauna;Mamíferos;Callitrichidae;Saguinus bicolor;Sauim-de-coleira;CR
Fauna;Mamíferos;Callitrichidae;Saguinus niger;Sagui-una;VU
Fauna;Mamíferos;Cebidae;Saimiri vanzolinii;Macaco-de-cheiro;VU
Flora;Angiospermas;Celastraceae;Salacia mosenii;Vazio;CR
Fauna;Invertebrados Terrestres;Chelodesmidae;Sandalodesmus stramineus;Piolho-de-cobra;VU
Fauna;Mamíferos;Cebidae;Sapajus cay;Macaco-prego;VU
Fauna;Mamíferos;Cebidae;Sapajus flavius;Macaco-prego-galego;EN
Fauna;Mamíferos;Cebidae;Sapajus robustus;Macaco-prego-de crista;EN
Fauna;Mamíferos;Cebidae;Sapajus xanthosternos;Macaco-prego-do-peito-amarelo;EN
Flora;Angiospermas;Marantaceae;Saranthe composita;Vazio;VU
Flora;Angiospermas;Sapotaceae;Sarcaulus vestitus;Vazio;VU
Flora;Angiospermas;Orchidaceae;Sarcoglottis alexandri;Vazio;EN
Fauna;Peixes Continentais;Anostomidae;Sartor tucuruiense;Aracu-boca-pra-cima;EN
Flora;Angiospermas;Orchidaceae;Saundersia mirabilis;Vazio;EN
Flora;Angiospermas;Orchidaceae;Saundersia paniculata;Vazio;VU
Flora;Angiospermas;Ochnaceae;Sauvagesia nitida;Vazio;VU
Fauna;Invertebrados Terrestres;Nymphalidae;Scada karschina delicata;Borboleta;EN
Fauna;Peixes Marinhos;Labridae;Scarus trispinosus;Peixe-papagaio-azul;EN
Fauna;Peixes Marinhos;Labridae;Scarus zelindae;Peixe-papagaio-banana;VU
Flora;Angiospermas;Araliaceae;Schefflera aurata;Vazio;CR
Flora;Angiospermas;Araliaceae;Schefflera gardneri;Vazio;EN
Flora;Angiospermas;Araliaceae;Schefflera glaziovii;Vazio;EN
Flora;Angiospermas;Araliaceae;Schefflera sprucei;Vazio;VU
Flora;Angiospermas;Araliaceae;Schefflera succinea;Vazio;EN
Fauna;Aves;Tityridae;Schiffornis turdina intermedia;Flautim-marrom;VU
Flora;Angiospermas;Anacardiaceae;Schinopsis balansae;Vazio;EN
Flora;Angiospermas;Poaceae;Schizachyrium scabriflorum;Vazio;EN
Fauna;Invertebrados Terrestres;Carabidae;Schizogenius ocellatus;Besouro;EN
Flora;Angiospermas;Asteraceae;Schlechtendalia luzulifolia;Vazio;EN
Flora;Angiospermas;Cactaceae;Schlumbergera kautskyi;Vazio;EN
Flora;Angiospermas;Cactaceae;Schlumbergera microsphaerica;Vazio;VU
Flora;Angiospermas;Cactaceae;Schlumbergera opuntioides;Vazio;VU
Flora;Angiospermas;Solanaceae;Schwenckia curviflora;Vazio;EN
Flora;Angiospermas;Solanaceae;Schwenckia nova-veneciana;Vazio;CR
Fauna;Peixes Marinhos;Ariidae;Sciades parkeri;Gurijuba;VU
Fauna;Anfíbios;Hylidae;Scinax alcatraz;Perereca-de-Alcatraz;CR
Fauna;Anfíbios;Hylidae;Scinax duartei;Desconhecido;VU
Fauna;Anfíbios;Hylidae;Scinax faivovichi;Desconhecido;VU
Fauna;Anfíbios;Hylidae;Scinax peixotoi;Desconhecido;CR
Flora;Angiospermas;Cyperaceae;Scleria balansae;Vazio;VU
Fauna;Peixes Continentais;Callichthyidae;Scleromystax macropterus;Limpa-fundo;EN
Fauna;Aves;Scleruridae;Sclerurus caudacutus caligineus;Vira-folha-pardo;CR
Fauna;Aves;Scleruridae;Sclerurus caudacutus umbretta;Vira-folha-pardo;CR
Fauna;Aves;Scleruridae;Sclerurus cearensis;Vira-folhas-cearense;VU
Fauna;Aves;Scleruridae;Sclerurus macconnelli bahiae;Vira-folha-de-peito-vermelho;VU
Fauna;Peixes Continentais;Loricariidae;Scobinancistrus aureatus;Acari-da-pedra;VU
Fauna;Peixes Continentais;Loricariidae;Scobinancistrus pariolispos;Acari-da-pedra;VU
Fauna;Invertebrados Terrestres;Scolopendridae;Scolopendropsis duplicata;Lacraia, centopeia;CR
Fauna;Peixes Marinhos;Scorpaenidae;Scorpaenodes insularis;Peixe-pedra-arco-iris ;VU
Flora;Angiospermas;Rhamnaceae;Scutia arenicola;Vazio;EN
Flora;Angiospermas;Orchidaceae;Scuticaria irwiniana;Vazio;EN
Flora;Angiospermas;Orchidaceae;Scuticaria itirapinensis;Vazio;CR
Flora;Angiospermas;Orchidaceae;Scuticaria kautskyi;Vazio;CR
Flora;Angiospermas;Orchidaceae;Scuticaria strictifolia;Vazio;EN
Fauna;Aves;Rhinocryptidae;Scytalopus diamantinensis;Tapaculo-da-chapada-diamantina;EN
Fauna;Aves;Rhinocryptidae;Scytalopus gonzagai;Macuquinho-preto-baiano;EN
Fauna;Aves;Rhinocryptidae;Scytalopus iraiensis;Macuquinho-da-várzea;EN
Fauna;Aves;Rhinocryptidae;Scytalopus novacapitalis;Tapaculo-de-brasília;EN
Flora;Pteridófitas;Selaginellaceae;Selaginella mendoncae;Vazio;VU
Fauna;Aves;Ramphastidae;Selenidera gouldii baturitensis;Saripoca-de-gould;EN
Flora;Angiospermas;Fabaceae;Sellocharis paradoxa;Vazio;VU
Flora;Angiospermas;Gentianaceae;Senaea coerulea;Vazio;EN
Flora;Angiospermas;Gentianaceae;Senaea janeirensis;Vazio;EN
Flora;Angiospermas;Asteraceae;Senecio almasensis;Vazio;CR
Flora;Angiospermas;Asteraceae;Senecio caparaoensis;Vazio;EN
Flora;Angiospermas;Asteraceae;Senecio gertii;Vazio;EN
Flora;Angiospermas;Asteraceae;Senecio graciellae;Vazio;EN
Flora;Angiospermas;Asteraceae;Senecio hatschbachii;Vazio;EN
Flora;Angiospermas;Asteraceae;Senecio heteroschizus;Vazio;EN
Flora;Angiospermas;Asteraceae;Senecio langei;Vazio;VU
Flora;Angiospermas;Asteraceae;Senecio promatensis;Vazio;CR
Flora;Angiospermas;Asteraceae;Senecio ramboanus;Vazio;EN
Flora;Angiospermas;Asteraceae;Senecio riograndensis;Vazio;EN
Flora;Angiospermas;Sapindaceae;Serjania divaricocca;Vazio;CR
Flora;Angiospermas;Sapindaceae;Serjania hatschbachii;Vazio;CR
Fauna;Aves;Tyrannidae;Serpophaga hypoleuca pallida;Alegrinho-do-rio;VU
Flora;Angiospermas;Poaceae;Setaria parviflora var. pilosissima;Vazio;CR
Flora;Angiospermas;Poaceae;Setaria stolonifera;Vazio;CR
Flora;Angiospermas;Commelinaceae;Siderasis fuscata;Vazio;EN
Flora;Angiospermas;Simaroubaceae;Simaba glabra;"marupá do cerrado; mata-barata branco";VU
Flora;Angiospermas;Simaroubaceae;Simaba insignis;"calunga; paraíba-mirim";EN
Flora;Angiospermas;Simaroubaceae;Simaba salubris;Vazio;CR
Flora;Angiospermas;Simaroubaceae;Simaba suaveolens;Vazio;CR
Flora;Angiospermas;Simaroubaceae;Simaba warmingiana;mata-barata;EN
Flora;Angiospermas;Rubiaceae;Simira grazielae;Arariba;EN
Flora;Angiospermas;Rubiaceae;Simira hatschbachiorum;Vazio;EN
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys boitonei;Peixe-anual;VU
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys cholopteryx;Desconhecido;EN
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys nigromaculatus;Peixe-da-chuva;VU
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys parallelus;Peixe-anual;VU
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys punctulatus;Peixe-anual;VU
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys santanae;Peixe-anual;CR
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys zonatus;Peixe-anual;CR
Flora;Angiospermas;Gesneriaceae;Sinningia aghensis;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia araneosa;Vazio;VU
Flora;Angiospermas;Gesneriaceae;Sinningia carangolensis;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia cardinalis;Vazio;CR
Flora;Angiospermas;Gesneriaceae;Sinningia cochlearis;Vazio;CR
Flora;Angiospermas;Gesneriaceae;Sinningia defoliata;Vazio;VU
Flora;Angiospermas;Gesneriaceae;Sinningia glazioviana;Vazio;CR
Flora;Angiospermas;Gesneriaceae;Sinningia guttata;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia harleyi;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia hatschbachii;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia hirsuta;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia iarae;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia insularis;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia kautskyi;Vazio;VU
Flora;Angiospermas;Gesneriaceae;Sinningia lindleyi;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia lineata;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia micans;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia piresiana;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia rupicola;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia striata;Vazio;VU
Flora;Angiospermas;Gesneriaceae;Sinningia tuberosa;Vazio;VU
Flora;Angiospermas;Gesneriaceae;Sinningia valsuganensis;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Sinningia villosa;Vazio;EN
Flora;Angiospermas;Myrtaceae;Siphoneugena kuhlmannii;Vazio;VU
Flora;Angiospermas;Elaeocarpaceae;Sloanea obtusifolia;Vazio;EN
Flora;Angiospermas;Asteraceae;Smallanthus araucariophilus;Vazio;CR
Flora;Angiospermas;Asteraceae;Smallanthus riograndensis;Vazio;EN
Flora;Angiospermas;Smilacaceae;Smilax lappacea;Vazio;EN
Flora;Angiospermas;Smilacaceae;Smilax lutescens;"Pitanga; Pitanga sem espinho";EN
Flora;Angiospermas;Smilacaceae;Smilax muscosa;Salsaparilha;VU
Flora;Angiospermas;Smilacaceae;Smilax spicata;Vazio;EN
Flora;Angiospermas;Smilacaceae;Smilax subsessiliflora;Japecanga;EN
Flora;Angiospermas;Solanaceae;Solanum arenarium;Vazio;EN
Flora;Angiospermas;Solanaceae;Solanum bahianum;Vazio;EN
Flora;Angiospermas;Solanaceae;Solanum graveolens;Vazio;EN
Flora;Angiospermas;Solanaceae;Solanum jabrense;Vazio;EN
Flora;Angiospermas;Solanaceae;Solanum paralum;Vazio;EN
Flora;Angiospermas;Solanaceae;Solanum restingae;Vazio;EN
Flora;Angiospermas;Solanaceae;Solanum santosii;Vazio;VU
Flora;Angiospermas;Solanaceae;Solanum spissifolium;Vazio;CR
Flora;Angiospermas;Solanaceae;Solanum viscosissimum;Vazio;EN
Flora;Angiospermas;Solanaceae;Solanum warmingii;Vazio;EN
Fauna;Mamíferos;Delphinidae;Sotalia guianensis;Boto-cinza;VU
Flora;Briófitas;Arnelliaceae;Southbya organensis;Vazio;CR
Fauna;Invertebrados Terrestres;Escadabiidae;Spaeleoleptes spaeleus;Opilião;EN
Flora;Angiospermas;Bignoniaceae;Sparattosperma catingae;Vazio;EN
Fauna;Peixes Marinhos;Labridae;Sparisoma axillare;Peixe-papagaio-cinza;VU
Fauna;Peixes Marinhos;Labridae;Sparisoma frondosum;Peixe-papagaio-cinza;VU
Fauna;Peixes Marinhos;Labridae;Sparisoma rocha;Bodião-de-trindade;VU
Flora;Angiospermas;Orchidaceae;Specklinia gomesferreirae;Vazio;CR
Fauna;Peixes Continentais;Rivulidae;Spectrolebias reticulatus;Desconhecido;CR
Fauna;Invertebrados Terrestres;Bochicidae;Spelaeobochica allodentatus;Pseudoescorpião;CR
Fauna;Invertebrados Terrestres;Bochicidae;Spelaeobochica iuiu;Pseudoescorpião;CR
Fauna;Invertebrados Terrestres;Bochicidae;Spelaeobochica muchmorei;Pseudoescorpião;EN
Fauna;Invertebrados Terrestres;Chernetidae;Spelaeochernes gracilipalpus;Pseudoescorpião;EN
Fauna;Invertebrados Terrestres;Ochyroceratidae;Speocera eleonorae;Desconhecido;EN
Fauna;Mamíferos;Canidae;Speothos venaticus;Cachorro-vinagre;VU
Flora;Angiospermas;Gesneriaceae;Sphaerorrhiza burchellii;Vazio;EN
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna lewini;Tubarão-martelo;CR
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna media;Tubarão-martelo-de-aba-curta;CR
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna mokarran;Tubarão-martelo-grande;EN
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna tiburo;Tubarão-martelo;CR
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna tudes;Tubarão-martelo;CR
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna zygaena;Tubarão-martelo-liso;CR
Flora;Angiospermas;Loganiaceae;Spigelia aceifolia;Vazio;EN
Flora;Angiospermas;Loganiaceae;Spigelia amplexicaulis;Vazio;EN
Flora;Angiospermas;Loganiaceae;Spigelia cipoensis;Vazio;CR
Flora;Angiospermas;Loganiaceae;Spigelia flava;Vazio;VU
Flora;Angiospermas;Loganiaceae;Spigelia kuhlmannii;Vazio;EN
Flora;Angiospermas;Loganiaceae;Spigelia lundiana;Vazio;EN
Flora;Angiospermas;Loganiaceae;Spigelia reitzii;Vazio;EN
Flora;Angiospermas;Loganiaceae;Spigelia vestita;Vazio;EN
Fauna;Invertebrados Terrestres;Cryptogeobiidae;Spinopilar moria;Opilião;CR
Fauna;Peixes Continentais;Characidae;Spintherobolus ankoseion;Lambari;VU
Fauna;Peixes Continentais;Characidae;Spintherobolus broccae;Piaba;EN
Fauna;Peixes Continentais;Characidae;Spintherobolus leptoura;Lambari;EN
Fauna;Peixes Continentais;Characidae;Spintherobolus papilliferus;Lambari ;CR
Fauna;Invertebrados Aquáticos;Pomatiopsidae;Spiripockia punctata;Desconhecido;EN
Fauna;Aves;Fringilidae;Sporagra yarrellii;Pintassilgo-do-nordeste;VU
Flora;Angiospermas;Poaceae;Sporobolus apiculatus;Vazio;EN
Fauna;Aves;Thraupidae;Sporophila beltoni;Patativa-tropeira;VU
Fauna;Aves;Thraupidae;Sporophila falcirostris;Cigarra-verdadeira;VU
Fauna;Aves;Thraupidae;Sporophila frontalis;Pixoxó;VU
Fauna;Aves;Thraupidae;Sporophila hypoxantha;Caboclinho-de-barriga-vermelha;VU
Fauna;Aves;Thraupidae;Sporophila maximiliani;Bicudo-verdadeiro;CR
Fauna;Aves;Thraupidae;Sporophila melanogaster;Caboclinho-de-barriga-preta;VU
Fauna;Aves;Thraupidae;Sporophila nigrorufa;Caboclinho-do-sertão;VU
